"Year","Date","name","value","Group","DOY"
2019,2019-10-10,"Chlorophyll a",54.62,"Phytoplankton",283
2019,2019-10-10,"Phycocyanin",21.93,"Phytoplankton",283
2019,2019-10-11,"Chlorophyll a",58.935,"Phytoplankton",284
2019,2019-10-11,"Phycocyanin",21.73,"Phytoplankton",284
2019,2019-10-12,"Chlorophyll a",63.19,"Phytoplankton",285
2019,2019-10-12,"Phycocyanin",22.375,"Phytoplankton",285
2019,2019-10-13,"Chlorophyll a",71.435,"Phytoplankton",286
2019,2019-10-13,"Phycocyanin",22.51,"Phytoplankton",286
2019,2019-10-14,"Chlorophyll a",73.83,"Phytoplankton",287
2019,2019-10-14,"Phycocyanin",22.26,"Phytoplankton",287
2019,2019-10-15,"Chlorophyll a",65.04,"Phytoplankton",288
2019,2019-10-15,"Phycocyanin",21.46,"Phytoplankton",288
2019,2019-10-16,"Chlorophyll a",55.03,"Phytoplankton",289
2019,2019-10-16,"Phycocyanin",22.185,"Phytoplankton",289
2019,2019-10-17,"Chlorophyll a",51.825,"Phytoplankton",290
2019,2019-10-17,"Phycocyanin",22.295,"Phytoplankton",290
2019,2019-10-18,"Chlorophyll a",50.415,"Phytoplankton",291
2019,2019-10-18,"Phycocyanin",22.125,"Phytoplankton",291
2019,2019-10-19,"Chlorophyll a",51.81,"Phytoplankton",292
2019,2019-10-19,"Phycocyanin",22.525,"Phytoplankton",292
2019,2019-10-20,"Chlorophyll a",59.805,"Phytoplankton",293
2019,2019-10-20,"Phycocyanin",23.385,"Phytoplankton",293
2019,2019-10-21,"Chlorophyll a",51.205,"Phytoplankton",294
2019,2019-10-21,"Phycocyanin",19.285,"Phytoplankton",294
2019,2019-10-22,"Chlorophyll a",52.98,"Phytoplankton",295
2019,2019-10-22,"Phycocyanin",18.8,"Phytoplankton",295
2019,2019-10-23,"Chlorophyll a",53.855,"Phytoplankton",296
2019,2019-10-23,"Phycocyanin",17.795,"Phytoplankton",296
2019,2019-10-24,"Chlorophyll a",52.55,"Phytoplankton",297
2019,2019-10-24,"Phycocyanin",16.11,"Phytoplankton",297
2019,2019-10-25,"Chlorophyll a",60.18,"Phytoplankton",298
2019,2019-10-25,"Phycocyanin",16.005,"Phytoplankton",298
2019,2019-10-26,"Chlorophyll a",61.665,"Phytoplankton",299
2019,2019-10-26,"Phycocyanin",15.275,"Phytoplankton",299
2019,2019-10-27,"Chlorophyll a",63.28,"Phytoplankton",300
2019,2019-10-27,"Phycocyanin",15.14,"Phytoplankton",300
2019,2019-10-28,"Chlorophyll a",69.04,"Phytoplankton",301
2019,2019-10-28,"Phycocyanin",14.97,"Phytoplankton",301
2019,2019-10-29,"Chlorophyll a",62.235,"Phytoplankton",302
2019,2019-10-29,"Phycocyanin",13.5,"Phytoplankton",302
2019,2019-10-30,"Chlorophyll a",64.86,"Phytoplankton",303
2019,2019-10-30,"Phycocyanin",12.49,"Phytoplankton",303
2019,2019-10-31,"Chlorophyll a",60.81,"Phytoplankton",304
2019,2019-10-31,"Phycocyanin",10.71,"Phytoplankton",304
2019,2019-11-01,"Chlorophyll a",58.955,"Phytoplankton",305
2019,2019-11-01,"Phycocyanin",9.14,"Phytoplankton",305
2019,2019-11-02,"Chlorophyll a",63.74,"Phytoplankton",306
2019,2019-11-02,"Phycocyanin",8.23,"Phytoplankton",306
2019,2019-11-03,"Chlorophyll a",73.29,"Phytoplankton",307
2019,2019-11-03,"Phycocyanin",8.81,"Phytoplankton",307
2019,2019-11-04,"Chlorophyll a",76.92,"Phytoplankton",308
2019,2019-11-04,"Phycocyanin",8.62,"Phytoplankton",308
2019,2019-11-05,"Chlorophyll a",82.535,"Phytoplankton",309
2019,2019-11-05,"Phycocyanin",9.115,"Phytoplankton",309
2019,2019-11-06,"Chlorophyll a",104.435,"Phytoplankton",310
2019,2019-11-06,"Phycocyanin",11.655,"Phytoplankton",310
2019,2019-11-07,"Chlorophyll a",98.09,"Phytoplankton",311
2019,2019-11-07,"Phycocyanin",10.51,"Phytoplankton",311
2019,2019-11-08,"Chlorophyll a",109.14,"Phytoplankton",312
2019,2019-11-08,"Phycocyanin",11.95,"Phytoplankton",312
2019,2019-11-09,"Chlorophyll a",126.78,"Phytoplankton",313
2019,2019-11-09,"Phycocyanin",11.995,"Phytoplankton",313
2019,2019-11-10,"Chlorophyll a",113.37,"Phytoplankton",314
2019,2019-11-10,"Phycocyanin",11.935,"Phytoplankton",314
2019,2019-11-11,"Chlorophyll a",122.065,"Phytoplankton",315
2019,2019-11-11,"Phycocyanin",11.625,"Phytoplankton",315
2019,2019-11-12,"Chlorophyll a",133.915,"Phytoplankton",316
2019,2019-11-12,"Phycocyanin",11.98,"Phytoplankton",316
2019,2019-11-13,"Chlorophyll a",145.815,"Phytoplankton",317
2019,2019-11-13,"Phycocyanin",12.59,"Phytoplankton",317
2019,2019-11-14,"Chlorophyll a",167.14,"Phytoplankton",318
2019,2019-11-14,"Phycocyanin",14.805,"Phytoplankton",318
2019,2019-11-15,"Chlorophyll a",165.285,"Phytoplankton",319
2019,2019-11-15,"Phycocyanin",15.3,"Phytoplankton",319
2019,2019-11-16,"Chlorophyll a",143.975,"Phytoplankton",320
2019,2019-11-16,"Phycocyanin",14.66,"Phytoplankton",320
2019,2019-11-17,"Chlorophyll a",123.655,"Phytoplankton",321
2019,2019-11-17,"Phycocyanin",13.175,"Phytoplankton",321
2019,2019-11-18,"Chlorophyll a",148.245,"Phytoplankton",322
2019,2019-11-18,"Phycocyanin",14.72,"Phytoplankton",322
2019,2019-02-28,"Cyclopoida sp.",139.025,"Copepoda spp.",59
2019,2019-02-28,"Calanoida sp.",4.3,"Copepoda spp.",59
2019,2019-02-28,"Ostracoda sp.",0,"Ostracoda sp.",59
2019,2019-02-28,"Bosmina longirostris",0.125,"Cladocera spp. (other)",59
2019,2019-02-28,"Ilyocryptus agilis",0.025,"Cladocera spp. (other)",59
2019,2019-02-28,"Alona rectangula",0,"Cladocera spp. (other)",59
2019,2019-02-28,"Daphnia galeata",0,"Daphnia spp.",59
2019,2019-02-28,"Daphnia magna",0,"Daphnia spp.",59
2019,2019-02-28,"Daphnia pulicaria",0,"Daphnia spp.",59
2019,2019-02-28,"Macrothrix laticornis",0,"Cladocera spp. (other)",59
2019,2019-02-28,"Chydorus sphaericus",0,"Cladocera spp. (other)",59
2019,2019-02-28,"Simocephalus vetulus",0,"Cladocera spp. (other)",59
2019,2019-02-28,"Leydigia quadrangularis",0,"Cladocera spp. (other)",59
2019,2019-02-28,"Scapholeberis mucronata",0,"Cladocera spp. (other)",59
2019,2019-02-28,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",59
2019,2019-03-06,"Cyclopoida sp.",8.725,"Copepoda spp.",65
2019,2019-03-06,"Calanoida sp.",0.925,"Copepoda spp.",65
2019,2019-03-06,"Ostracoda sp.",0.025,"Ostracoda sp.",65
2019,2019-03-06,"Bosmina longirostris",0.025,"Cladocera spp. (other)",65
2019,2019-03-06,"Ilyocryptus agilis",0.025,"Cladocera spp. (other)",65
2019,2019-03-06,"Alona rectangula",0.025,"Cladocera spp. (other)",65
2019,2019-03-06,"Daphnia galeata",0,"Daphnia spp.",65
2019,2019-03-06,"Daphnia magna",0,"Daphnia spp.",65
2019,2019-03-06,"Daphnia pulicaria",0,"Daphnia spp.",65
2019,2019-03-06,"Macrothrix laticornis",0,"Cladocera spp. (other)",65
2019,2019-03-06,"Chydorus sphaericus",0,"Cladocera spp. (other)",65
2019,2019-03-06,"Simocephalus vetulus",0,"Cladocera spp. (other)",65
2019,2019-03-06,"Leydigia quadrangularis",0,"Cladocera spp. (other)",65
2019,2019-03-06,"Scapholeberis mucronata",0,"Cladocera spp. (other)",65
2019,2019-03-06,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",65
2019,2019-03-13,"Cyclopoida sp.",3.725,"Copepoda spp.",72
2019,2019-03-13,"Calanoida sp.",2.325,"Copepoda spp.",72
2019,2019-03-13,"Ostracoda sp.",0,"Ostracoda sp.",72
2019,2019-03-13,"Bosmina longirostris",0,"Cladocera spp. (other)",72
2019,2019-03-13,"Ilyocryptus agilis",0.025,"Cladocera spp. (other)",72
2019,2019-03-13,"Alona rectangula",0.025,"Cladocera spp. (other)",72
2019,2019-03-13,"Daphnia galeata",0.025,"Daphnia spp.",72
2019,2019-03-13,"Daphnia magna",0,"Daphnia spp.",72
2019,2019-03-13,"Daphnia pulicaria",0,"Daphnia spp.",72
2019,2019-03-13,"Macrothrix laticornis",0,"Cladocera spp. (other)",72
2019,2019-03-13,"Chydorus sphaericus",0,"Cladocera spp. (other)",72
2019,2019-03-13,"Simocephalus vetulus",0,"Cladocera spp. (other)",72
2019,2019-03-13,"Leydigia quadrangularis",0,"Cladocera spp. (other)",72
2019,2019-03-13,"Scapholeberis mucronata",0,"Cladocera spp. (other)",72
2019,2019-03-13,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",72
2019,2019-03-21,"Cyclopoida sp.",14.625,"Copepoda spp.",80
2019,2019-03-21,"Calanoida sp.",2.375,"Copepoda spp.",80
2019,2019-03-21,"Ostracoda sp.",0,"Ostracoda sp.",80
2019,2019-03-21,"Bosmina longirostris",0,"Cladocera spp. (other)",80
2019,2019-03-21,"Ilyocryptus agilis",0.65,"Cladocera spp. (other)",80
2019,2019-03-21,"Alona rectangula",0.125,"Cladocera spp. (other)",80
2019,2019-03-21,"Daphnia galeata",0.475,"Daphnia spp.",80
2019,2019-03-21,"Daphnia magna",0.025,"Daphnia spp.",80
2019,2019-03-21,"Daphnia pulicaria",0.025,"Daphnia spp.",80
2019,2019-03-21,"Macrothrix laticornis",0,"Cladocera spp. (other)",80
2019,2019-03-21,"Chydorus sphaericus",0,"Cladocera spp. (other)",80
2019,2019-03-21,"Simocephalus vetulus",0,"Cladocera spp. (other)",80
2019,2019-03-21,"Leydigia quadrangularis",0,"Cladocera spp. (other)",80
2019,2019-03-21,"Scapholeberis mucronata",0,"Cladocera spp. (other)",80
2019,2019-03-21,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",80
2019,2019-03-27,"Cyclopoida sp.",2.55,"Copepoda spp.",86
2019,2019-03-27,"Calanoida sp.",0.55,"Copepoda spp.",86
2019,2019-03-27,"Ostracoda sp.",0,"Ostracoda sp.",86
2019,2019-03-27,"Bosmina longirostris",0.025,"Cladocera spp. (other)",86
2019,2019-03-27,"Ilyocryptus agilis",0.625,"Cladocera spp. (other)",86
2019,2019-03-27,"Alona rectangula",0.025,"Cladocera spp. (other)",86
2019,2019-03-27,"Daphnia galeata",0.7,"Daphnia spp.",86
2019,2019-03-27,"Daphnia magna",0.475,"Daphnia spp.",86
2019,2019-03-27,"Daphnia pulicaria",0.15,"Daphnia spp.",86
2019,2019-03-27,"Macrothrix laticornis",0,"Cladocera spp. (other)",86
2019,2019-03-27,"Chydorus sphaericus",0,"Cladocera spp. (other)",86
2019,2019-03-27,"Simocephalus vetulus",0,"Cladocera spp. (other)",86
2019,2019-03-27,"Leydigia quadrangularis",0,"Cladocera spp. (other)",86
2019,2019-03-27,"Scapholeberis mucronata",0,"Cladocera spp. (other)",86
2019,2019-03-27,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",86
2019,2019-04-03,"Cyclopoida sp.",7.175,"Copepoda spp.",93
2019,2019-04-03,"Calanoida sp.",0.15,"Copepoda spp.",93
2019,2019-04-03,"Ostracoda sp.",0,"Ostracoda sp.",93
2019,2019-04-03,"Bosmina longirostris",0,"Cladocera spp. (other)",93
2019,2019-04-03,"Ilyocryptus agilis",0.1,"Cladocera spp. (other)",93
2019,2019-04-03,"Alona rectangula",0,"Cladocera spp. (other)",93
2019,2019-04-03,"Daphnia galeata",1.1,"Daphnia spp.",93
2019,2019-04-03,"Daphnia magna",1.075,"Daphnia spp.",93
2019,2019-04-03,"Daphnia pulicaria",0.575,"Daphnia spp.",93
2019,2019-04-03,"Macrothrix laticornis",0,"Cladocera spp. (other)",93
2019,2019-04-03,"Chydorus sphaericus",0,"Cladocera spp. (other)",93
2019,2019-04-03,"Simocephalus vetulus",0,"Cladocera spp. (other)",93
2019,2019-04-03,"Leydigia quadrangularis",0,"Cladocera spp. (other)",93
2019,2019-04-03,"Scapholeberis mucronata",0,"Cladocera spp. (other)",93
2019,2019-04-03,"Pleuroxus uncinatus",0.025,"Cladocera spp. (other)",93
2019,2019-04-19,"Cyclopoida sp.",18.9916666666667,"Copepoda spp.",109
2019,2019-04-19,"Calanoida sp.",2.15,"Copepoda spp.",109
2019,2019-04-19,"Ostracoda sp.",0,"Ostracoda sp.",109
2019,2019-04-19,"Bosmina longirostris",0.358333333333333,"Cladocera spp. (other)",109
2019,2019-04-19,"Ilyocryptus agilis",1.075,"Cladocera spp. (other)",109
2019,2019-04-19,"Alona rectangula",0.358333333333333,"Cladocera spp. (other)",109
2019,2019-04-19,"Daphnia galeata",199.233333333333,"Daphnia spp.",109
2019,2019-04-19,"Daphnia magna",5.73333333333333,"Daphnia spp.",109
2019,2019-04-19,"Daphnia pulicaria",26.5166666666667,"Daphnia spp.",109
2019,2019-04-19,"Macrothrix laticornis",0,"Cladocera spp. (other)",109
2019,2019-04-19,"Chydorus sphaericus",0,"Cladocera spp. (other)",109
2019,2019-04-19,"Simocephalus vetulus",0,"Cladocera spp. (other)",109
2019,2019-04-19,"Leydigia quadrangularis",0,"Cladocera spp. (other)",109
2019,2019-04-19,"Scapholeberis mucronata",0,"Cladocera spp. (other)",109
2019,2019-04-19,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",109
2019,2019-04-25,"Cyclopoida sp.",18.8125,"Copepoda spp.",115
2019,2019-04-25,"Calanoida sp.",8.0625,"Copepoda spp.",115
2019,2019-04-25,"Ostracoda sp.",0,"Ostracoda sp.",115
2019,2019-04-25,"Bosmina longirostris",0.5375,"Cladocera spp. (other)",115
2019,2019-04-25,"Ilyocryptus agilis",2.6875,"Cladocera spp. (other)",115
2019,2019-04-25,"Alona rectangula",0,"Cladocera spp. (other)",115
2019,2019-04-25,"Daphnia galeata",146.2,"Daphnia spp.",115
2019,2019-04-25,"Daphnia magna",6.9875,"Daphnia spp.",115
2019,2019-04-25,"Daphnia pulicaria",28.4875,"Daphnia spp.",115
2019,2019-04-25,"Macrothrix laticornis",0,"Cladocera spp. (other)",115
2019,2019-04-25,"Chydorus sphaericus",0,"Cladocera spp. (other)",115
2019,2019-04-25,"Simocephalus vetulus",0,"Cladocera spp. (other)",115
2019,2019-04-25,"Leydigia quadrangularis",0,"Cladocera spp. (other)",115
2019,2019-04-25,"Scapholeberis mucronata",0,"Cladocera spp. (other)",115
2019,2019-04-25,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",115
2019,2019-05-02,"Cyclopoida sp.",0.2,"Copepoda spp.",122
2019,2019-05-02,"Calanoida sp.",2.875,"Copepoda spp.",122
2019,2019-05-02,"Ostracoda sp.",0.05,"Ostracoda sp.",122
2019,2019-05-02,"Bosmina longirostris",0,"Cladocera spp. (other)",122
2019,2019-05-02,"Ilyocryptus agilis",0.2,"Cladocera spp. (other)",122
2019,2019-05-02,"Alona rectangula",0.2,"Cladocera spp. (other)",122
2019,2019-05-02,"Daphnia galeata",1.45,"Daphnia spp.",122
2019,2019-05-02,"Daphnia magna",2.75,"Daphnia spp.",122
2019,2019-05-02,"Daphnia pulicaria",1.7,"Daphnia spp.",122
2019,2019-05-02,"Macrothrix laticornis",0.05,"Cladocera spp. (other)",122
2019,2019-05-02,"Chydorus sphaericus",0,"Cladocera spp. (other)",122
2019,2019-05-02,"Simocephalus vetulus",0,"Cladocera spp. (other)",122
2019,2019-05-02,"Leydigia quadrangularis",0,"Cladocera spp. (other)",122
2019,2019-05-02,"Scapholeberis mucronata",0,"Cladocera spp. (other)",122
2019,2019-05-02,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",122
2019,2019-05-09,"Cyclopoida sp.",2.86666666666667,"Copepoda spp.",129
2019,2019-05-09,"Calanoida sp.",1.79166666666667,"Copepoda spp.",129
2019,2019-05-09,"Ostracoda sp.",0,"Ostracoda sp.",129
2019,2019-05-09,"Bosmina longirostris",0,"Cladocera spp. (other)",129
2019,2019-05-09,"Ilyocryptus agilis",0,"Cladocera spp. (other)",129
2019,2019-05-09,"Alona rectangula",0,"Cladocera spp. (other)",129
2019,2019-05-09,"Daphnia galeata",52.675,"Daphnia spp.",129
2019,2019-05-09,"Daphnia magna",16.8416666666667,"Daphnia spp.",129
2019,2019-05-09,"Daphnia pulicaria",81.3416666666667,"Daphnia spp.",129
2019,2019-05-09,"Macrothrix laticornis",0,"Cladocera spp. (other)",129
2019,2019-05-09,"Chydorus sphaericus",0,"Cladocera spp. (other)",129
2019,2019-05-09,"Simocephalus vetulus",0,"Cladocera spp. (other)",129
2019,2019-05-09,"Leydigia quadrangularis",0,"Cladocera spp. (other)",129
2019,2019-05-09,"Scapholeberis mucronata",0,"Cladocera spp. (other)",129
2019,2019-05-09,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",129
2019,2019-05-16,"Cyclopoida sp.",2.825,"Copepoda spp.",136
2019,2019-05-16,"Calanoida sp.",1.7,"Copepoda spp.",136
2019,2019-05-16,"Ostracoda sp.",0.025,"Ostracoda sp.",136
2019,2019-05-16,"Bosmina longirostris",0,"Cladocera spp. (other)",136
2019,2019-05-16,"Ilyocryptus agilis",0.025,"Cladocera spp. (other)",136
2019,2019-05-16,"Alona rectangula",0,"Cladocera spp. (other)",136
2019,2019-05-16,"Daphnia galeata",1.375,"Daphnia spp.",136
2019,2019-05-16,"Daphnia magna",0.825,"Daphnia spp.",136
2019,2019-05-16,"Daphnia pulicaria",2.425,"Daphnia spp.",136
2019,2019-05-16,"Macrothrix laticornis",0.15,"Cladocera spp. (other)",136
2019,2019-05-16,"Chydorus sphaericus",0.7,"Cladocera spp. (other)",136
2019,2019-05-16,"Simocephalus vetulus",0.025,"Cladocera spp. (other)",136
2019,2019-05-16,"Leydigia quadrangularis",0.025,"Cladocera spp. (other)",136
2019,2019-05-16,"Scapholeberis mucronata",0,"Cladocera spp. (other)",136
2019,2019-05-16,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",136
2019,2019-05-20,"Cyclopoida sp.",0.645,"Copepoda spp.",140
2019,2019-05-20,"Calanoida sp.",2.15,"Copepoda spp.",140
2019,2019-05-20,"Ostracoda sp.",0.215,"Ostracoda sp.",140
2019,2019-05-20,"Bosmina longirostris",0,"Cladocera spp. (other)",140
2019,2019-05-20,"Ilyocryptus agilis",0,"Cladocera spp. (other)",140
2019,2019-05-20,"Alona rectangula",0,"Cladocera spp. (other)",140
2019,2019-05-20,"Daphnia galeata",14.405,"Daphnia spp.",140
2019,2019-05-20,"Daphnia magna",12.685,"Daphnia spp.",140
2019,2019-05-20,"Daphnia pulicaria",36.335,"Daphnia spp.",140
2019,2019-05-20,"Macrothrix laticornis",0,"Cladocera spp. (other)",140
2019,2019-05-20,"Chydorus sphaericus",0,"Cladocera spp. (other)",140
2019,2019-05-20,"Simocephalus vetulus",0,"Cladocera spp. (other)",140
2019,2019-05-20,"Leydigia quadrangularis",0,"Cladocera spp. (other)",140
2019,2019-05-20,"Scapholeberis mucronata",0.43,"Cladocera spp. (other)",140
2019,2019-05-20,"Pleuroxus uncinatus",0.215,"Cladocera spp. (other)",140
2019,2019-05-31,"Cyclopoida sp.",4.703125,"Copepoda spp.",151
2019,2019-05-31,"Calanoida sp.",2.6875,"Copepoda spp.",151
2019,2019-05-31,"Ostracoda sp.",0,"Ostracoda sp.",151
2019,2019-05-31,"Bosmina longirostris",0,"Cladocera spp. (other)",151
2019,2019-05-31,"Ilyocryptus agilis",0,"Cladocera spp. (other)",151
2019,2019-05-31,"Alona rectangula",0.134375,"Cladocera spp. (other)",151
2019,2019-05-31,"Daphnia galeata",29.83125,"Daphnia spp.",151
2019,2019-05-31,"Daphnia magna",4.165625,"Daphnia spp.",151
2019,2019-05-31,"Daphnia pulicaria",18.8125,"Daphnia spp.",151
2019,2019-05-31,"Macrothrix laticornis",0.80625,"Cladocera spp. (other)",151
2019,2019-05-31,"Chydorus sphaericus",0.134375,"Cladocera spp. (other)",151
2019,2019-05-31,"Simocephalus vetulus",0,"Cladocera spp. (other)",151
2019,2019-05-31,"Leydigia quadrangularis",0.26875,"Cladocera spp. (other)",151
2019,2019-05-31,"Scapholeberis mucronata",5.10625,"Cladocera spp. (other)",151
2019,2019-05-31,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",151
2019,2019-06-04,"Cyclopoida sp.",1.075,"Copepoda spp.",155
2019,2019-06-04,"Calanoida sp.",5.52857142857143,"Copepoda spp.",155
2019,2019-06-04,"Ostracoda sp.",0,"Ostracoda sp.",155
2019,2019-06-04,"Bosmina longirostris",0,"Cladocera spp. (other)",155
2019,2019-06-04,"Ilyocryptus agilis",0,"Cladocera spp. (other)",155
2019,2019-06-04,"Alona rectangula",0.153571428571429,"Cladocera spp. (other)",155
2019,2019-06-04,"Daphnia galeata",14.8964285714286,"Daphnia spp.",155
2019,2019-06-04,"Daphnia magna",31.9428571428571,"Daphnia spp.",155
2019,2019-06-04,"Daphnia pulicaria",19.5035714285714,"Daphnia spp.",155
2019,2019-06-04,"Macrothrix laticornis",0,"Cladocera spp. (other)",155
2019,2019-06-04,"Chydorus sphaericus",0.153571428571429,"Cladocera spp. (other)",155
2019,2019-06-04,"Simocephalus vetulus",0,"Cladocera spp. (other)",155
2019,2019-06-04,"Leydigia quadrangularis",0.153571428571429,"Cladocera spp. (other)",155
2019,2019-06-04,"Scapholeberis mucronata",8.13928571428571,"Cladocera spp. (other)",155
2019,2019-06-04,"Pleuroxus uncinatus",0.307142857142857,"Cladocera spp. (other)",155
2019,2019-06-13,"Cyclopoida sp.",0.586363636363636,"Copepoda spp.",164
2019,2019-06-13,"Calanoida sp.",7.525,"Copepoda spp.",164
2019,2019-06-13,"Ostracoda sp.",0,"Ostracoda sp.",164
2019,2019-06-13,"Bosmina longirostris",0.684090909090909,"Cladocera spp. (other)",164
2019,2019-06-13,"Ilyocryptus agilis",0,"Cladocera spp. (other)",164
2019,2019-06-13,"Alona rectangula",0.0977272727272727,"Cladocera spp. (other)",164
2019,2019-06-13,"Daphnia galeata",2.34545454545455,"Daphnia spp.",164
2019,2019-06-13,"Daphnia magna",6.59659090909091,"Daphnia spp.",164
2019,2019-06-13,"Daphnia pulicaria",2.93181818181818,"Daphnia spp.",164
2019,2019-06-13,"Macrothrix laticornis",0,"Cladocera spp. (other)",164
2019,2019-06-13,"Chydorus sphaericus",0.781818181818182,"Cladocera spp. (other)",164
2019,2019-06-13,"Simocephalus vetulus",0,"Cladocera spp. (other)",164
2019,2019-06-13,"Leydigia quadrangularis",0,"Cladocera spp. (other)",164
2019,2019-06-13,"Scapholeberis mucronata",4.39772727272727,"Cladocera spp. (other)",164
2019,2019-06-13,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",164
2019,2019-06-26,"Cyclopoida sp.",0.225,"Copepoda spp.",177
2019,2019-06-26,"Calanoida sp.",0,"Copepoda spp.",177
2019,2019-06-26,"Ostracoda sp.",0,"Ostracoda sp.",177
2019,2019-06-26,"Bosmina longirostris",0,"Cladocera spp. (other)",177
2019,2019-06-26,"Ilyocryptus agilis",0,"Cladocera spp. (other)",177
2019,2019-06-26,"Alona rectangula",0,"Cladocera spp. (other)",177
2019,2019-06-26,"Daphnia galeata",0,"Daphnia spp.",177
2019,2019-06-26,"Daphnia magna",0,"Daphnia spp.",177
2019,2019-06-26,"Daphnia pulicaria",0,"Daphnia spp.",177
2019,2019-06-26,"Macrothrix laticornis",0,"Cladocera spp. (other)",177
2019,2019-06-26,"Chydorus sphaericus",0.125,"Cladocera spp. (other)",177
2019,2019-06-26,"Simocephalus vetulus",0,"Cladocera spp. (other)",177
2019,2019-06-26,"Leydigia quadrangularis",0,"Cladocera spp. (other)",177
2019,2019-06-26,"Scapholeberis mucronata",0,"Cladocera spp. (other)",177
2019,2019-06-26,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",177
2019,2019-07-03,"Cyclopoida sp.",9.025,"Copepoda spp.",184
2019,2019-07-03,"Calanoida sp.",0.45,"Copepoda spp.",184
2019,2019-07-03,"Ostracoda sp.",0.125,"Ostracoda sp.",184
2019,2019-07-03,"Bosmina longirostris",0,"Cladocera spp. (other)",184
2019,2019-07-03,"Ilyocryptus agilis",0,"Cladocera spp. (other)",184
2019,2019-07-03,"Alona rectangula",0.075,"Cladocera spp. (other)",184
2019,2019-07-03,"Daphnia galeata",0,"Daphnia spp.",184
2019,2019-07-03,"Daphnia magna",0,"Daphnia spp.",184
2019,2019-07-03,"Daphnia pulicaria",0,"Daphnia spp.",184
2019,2019-07-03,"Macrothrix laticornis",0,"Cladocera spp. (other)",184
2019,2019-07-03,"Chydorus sphaericus",1.175,"Cladocera spp. (other)",184
2019,2019-07-03,"Simocephalus vetulus",0.3,"Cladocera spp. (other)",184
2019,2019-07-03,"Leydigia quadrangularis",0,"Cladocera spp. (other)",184
2019,2019-07-03,"Scapholeberis mucronata",0.075,"Cladocera spp. (other)",184
2019,2019-07-03,"Pleuroxus uncinatus",0.05,"Cladocera spp. (other)",184
2019,2019-07-10,"Cyclopoida sp.",12.025,"Copepoda spp.",191
2019,2019-07-10,"Calanoida sp.",1.5,"Copepoda spp.",191
2019,2019-07-10,"Ostracoda sp.",0.05,"Ostracoda sp.",191
2019,2019-07-10,"Bosmina longirostris",0,"Cladocera spp. (other)",191
2019,2019-07-10,"Ilyocryptus agilis",0,"Cladocera spp. (other)",191
2019,2019-07-10,"Alona rectangula",0,"Cladocera spp. (other)",191
2019,2019-07-10,"Daphnia galeata",0,"Daphnia spp.",191
2019,2019-07-10,"Daphnia magna",0,"Daphnia spp.",191
2019,2019-07-10,"Daphnia pulicaria",0,"Daphnia spp.",191
2019,2019-07-10,"Macrothrix laticornis",0,"Cladocera spp. (other)",191
2019,2019-07-10,"Chydorus sphaericus",0.225,"Cladocera spp. (other)",191
2019,2019-07-10,"Simocephalus vetulus",0,"Cladocera spp. (other)",191
2019,2019-07-10,"Leydigia quadrangularis",0,"Cladocera spp. (other)",191
2019,2019-07-10,"Scapholeberis mucronata",0.025,"Cladocera spp. (other)",191
2019,2019-07-10,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",191
2019,2019-07-17,"Cyclopoida sp.",0.525,"Copepoda spp.",198
2019,2019-07-17,"Calanoida sp.",0.6,"Copepoda spp.",198
2019,2019-07-17,"Ostracoda sp.",0,"Ostracoda sp.",198
2019,2019-07-17,"Bosmina longirostris",0,"Cladocera spp. (other)",198
2019,2019-07-17,"Ilyocryptus agilis",0,"Cladocera spp. (other)",198
2019,2019-07-17,"Alona rectangula",0,"Cladocera spp. (other)",198
2019,2019-07-17,"Daphnia galeata",0,"Daphnia spp.",198
2019,2019-07-17,"Daphnia magna",0,"Daphnia spp.",198
2019,2019-07-17,"Daphnia pulicaria",0,"Daphnia spp.",198
2019,2019-07-17,"Macrothrix laticornis",0,"Cladocera spp. (other)",198
2019,2019-07-17,"Chydorus sphaericus",0.025,"Cladocera spp. (other)",198
2019,2019-07-17,"Simocephalus vetulus",0,"Cladocera spp. (other)",198
2019,2019-07-17,"Leydigia quadrangularis",0,"Cladocera spp. (other)",198
2019,2019-07-17,"Scapholeberis mucronata",0,"Cladocera spp. (other)",198
2019,2019-07-17,"Pleuroxus uncinatus",0,"Cladocera spp. (other)",198
2019,2019-07-23,"Cyclopoida sp.",2.625,"Copepoda spp.",204
2019,2019-07-23,"Calanoida sp.",0.05,"Copepoda spp.",204
2019,2019-07-23,"Ostracoda sp.",0.05,"Ostracoda sp.",204
2019,2019-07-23,"Bosmina longirostris",0,"Cladocera spp. (other)",204
